epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,18776.3,0.79572,0.71439,1.17407,0.90719,0.91505,0.95831,0.75536,0.8292,0.54867,1.06956,0.00802,0.00802,0.00802
24,19547,0.79615,0.7081,1.17414,0.90651,0.91749,0.95838,0.75692,0.82715,0.54706,1.06735,0.00793,0.00793,0.00793
25,20314,0.79199,0.70659,1.173,0.90927,0.9188,0.95942,0.75719,0.82514,0.54576,1.06611,0.00784,0.00784,0.00784
26,21077.2,0.78962,0.70107,1.16987,0.91363,0.91487,0.95981,0.75943,0.82175,0.54278,1.06345,0.00775,0.00775,0.00775
27,21833.9,0.79247,0.69863,1.16875,0.91402,0.91249,0.96013,0.76052,0.81937,0.54183,1.06186,0.00766,0.00766,0.00766
28,22603.6,0.78672,0.69114,1.16549,0.91118,0.91442,0.95985,0.76028,0.8179,0.54099,1.06092,0.00757,0.00757,0.00757
29,23373.2,0.78181,0.68949,1.16452,0.90975,0.91758,0.96034,0.7613,0.81589,0.53863,1.05934,0.00748,0.00748,0.00748
30,24144,0.78511,0.69343,1.16523,0.91078,0.91575,0.96087,0.76288,0.81458,0.5365,1.05836,0.00739,0.00739,0.00739
31,24912.2,0.7815,0.68426,1.16385,0.9106,0.91822,0.96127,0.76375,0.8129,0.53481,1.05704,0.0073,0.0073,0.0073
32,25676.6,0.78014,0.68012,1.15962,0.91317,0.91815,0.96193,0.7634,0.81118,0.5332,1.05557,0.00721,0.00721,0.00721
33,26442.2,0.7765,0.67808,1.15992,0.91238,0.91799,0.96193,0.76419,0.8095,0.53202,1.05399,0.00712,0.00712,0.00712
34,27209.3,0.77797,0.67832,1.15986,0.90989,0.91901,0.9619,0.76497,0.80808,0.53076,1.05271,0.00703,0.00703,0.00703
35,27975.7,0.77385,0.66954,1.15653,0.90895,0.92028,0.96199,0.76533,0.80701,0.52861,1.0515,0.00694,0.00694,0.00694
36,28819.7,0.77266,0.67038,1.15594,0.90893,0.92063,0.96231,0.76607,0.80619,0.5273,1.05035,0.00685,0.00685,0.00685
37,29967.5,0.76865,0.66828,1.15309,0.91087,0.91941,0.96252,0.76684,0.80432,0.52542,1.04851,0.00676,0.00676,0.00676
38,30734.7,0.76256,0.65812,1.14916,0.91157,0.92186,0.963,0.76774,0.8031,0.52323,1.04747,0.00667,0.00667,0.00667
